"CREATIONDATE","OBJECTDESC","TITLE","CLOSEDDATETIME","CASECLOSUREREASONDESCRIPTION"
"2025-02-27 00:00:00","1222 S 21ST ST, MILWAUKEE, WI, 53204-2024","Scattered Litter and Debris on Private Property","2025-02-27 00:00:00","FURNITURE, SCATTERED TRASH AND GARBAGE BEHIND PROPERTY."
"2025-02-27 00:00:00","1505 N 48TH ST, MILWAUKEE, WI, 53208-2246","Street Light Out","2025-02-28 00:00:00","Several blocks of street lights are out"
"2025-02-27 00:00:00","2555 N 6TH ST, MILWAUKEE, WI, 53212-0000","Parking on Unapproved Surface, Private Property","2025-02-27 00:00:00","PARKING ON LAWN"
"2025-02-27 00:00:00","700 W LAYTON AV, A9, MILWAUKEE, WI, 53221-2425","Missed Collection: Garbage","2025-02-27 00:00:00","My garbage was not picked up yesterday on its collection day."
"2025-02-27 00:00:00","1301 S 21ST ST, MILWAUKEE, WI, 53204-2027","Scattered Litter and Debris on Private Property","2025-02-27 00:00:00","FURNITURE ON PROPERTY."
"2025-02-27 00:00:00","2004 W GREENFIELD AV, MILWAUKEE, WI, 53204-2616","Scattered Litter and Debris on Private Property","2025-02-27 00:00:00","FURNITURE BEHIND PROPERTY."
"2025-02-27 00:00:00","205 W LLOYD ST, MILWAUKEE, WI, 53212-3215","Garbage Supervisor Callback","2025-02-28 00:00:00","caller states cart is missed often and caller states cart is at the curb but not collected"
"2025-02-27 00:00:00","2042 E LAFAYETTE PL, MILWAUKEE, WI, 53202-1370","All Other Signs","","Sign down. Very busy pedestrian crossing"
"2025-02-27 00:00:00","2977 S 48TH ST, MILWAUKEE, WI, 53219-3304","Missed Collection: Recycling","2025-02-28 00:00:00","always visible for crew, clean open area"
"2025-02-27 00:00:00","5631 W THURSTON AV, MILWAUKEE, WI, 53218-2433","Collection Schedule - Garbage and Recycling","",""
"2025-02-26 00:00:00","2973 N 47TH ST, MILWAUKEE, WI, 53210-1731","Street Light Out","","Block completely black"
"2025-02-26 00:00:00","6060 N 118TH ST, MILWAUKEE, WI, 53225-1109","Street Light Out","","Street light east side of street sputh of W Kaul not working"
"2025-02-26 00:00:00","2979 S NEVADA ST, MILWAUKEE, WI, 53207-2473","Street Light Out","2025-02-26 00:00:00",""
"2025-02-26 00:00:00","2225 W VINE ST, MILWAUKEE, WI, 53205-1534","Garbage Cart: Damaged","","My garbage cart was removed and replaced with a damaged cart with a hole, which attracts rodents and raccoons.  I need a new cart."
"2025-02-26 00:00:00","2639 S 12TH ST, MILWAUKEE, WI, 53215-3334","Garbage Cart: Additional","",""
"2025-02-26 00:00:00","5804 W ELLIOTT CR, MILWAUKEE, WI, 53208-1046","Street Light Out","","The street light directly in front of our address is out - this is the first night it has been out. Thank you"
"2025-02-26 00:00:00","2312 N 56TH ST","Area Dark","2025-02-26 00:00:00","street lights out"
"2025-02-26 00:00:00","4630 W BERNHARD PL","Area Dark","2025-02-26 00:00:00","street lights out AGAIN!!!!!"
"2025-02-26 00:00:00","2768 N OAKLAND AV, MILWAUKEE, WI, 53211-3533","Garbage Cart: Damaged","","Bottom of garbage cart is broken. Cart has 2768 (address) on it."
"2025-02-26 00:00:00","3460 S 84TH ST, MILWAUKEE, WI, 53227-4612","Garbage Cart Collection Request: Cart Not at Collection Point","2025-02-27 00:00:00",""
"2025-02-26 00:00:00","3717 S 96TH ST, MILWAUKEE, WI, 53228-1438","Recycling Cart Not Returned to Storage Location","2025-02-27 00:00:00","cart out for 2 weeks, others on block, 3724 as well. anonymous caller"
"2025-02-26 00:00:00","214 N 67TH ST, MILWAUKEE, WI, 53213-3921","Garbage Supervisor Callback","2025-02-27 00:00:00","Wants G-Sup'v call - Says when g-crew rans by U of U-alley, they ran wide over corner & caller's bricks, into yard leaving big tire track ruts again in dirt; ongoing issues last 50 years. Says Sup'v prev promised would use a shorter truck in this alley. If no answer, leave callback name & #."
"2025-02-26 00:00:00","3002 N 54TH ST, MILWAUKEE, WI, 53210-1633","Sanitation Inspector Callback","","Caller states she missed callback from San Inspector. She requests another callback in regard to items illegally dumped on her property"
"2025-02-26 00:00:00","1811 N 24TH ST, MILWAUKEE, WI, 53205-1411","Garbage Cart: No Cart","","2 unit: No carts on site."
"2025-02-26 00:00:00","1912 E TROWBRIDGE ST, MILWAUKEE, WI, 53207-2533","Missed Collection: Recycling","2025-02-27 00:00:00","Resident stated that duplex has not been collected since Jan. Requesting collection as soon as possible. Only home in area with curb collection."
"2025-02-26 00:00:00","1811 N 24TH ST, MILWAUKEE, WI, 53205-1411","Garbage Supervisor Notification","2025-02-27 00:00:00","There is no carts on site, caller has bags neatly piled at collection point and already put an order in to get garbage carts. Please make sure bags are collected during garbage day."
"2025-02-25 00:00:00","539 N 52ND ST, MILWAUKEE, WI, 53208-3645","City Attorney Claim","","Claim from 539 N. 52nd St, Jean Umhoefer, DOL 4/16/24.  Claimant injured on uneven sidewalk."
"2025-02-25 00:00:00","2802 N 23RD ST, MILWAUKEE, WI, 53206-0000","City-Owned Vacant Lot Cleanup","2025-02-27 00:00:00","Caller states excessive garbage and debris due to public dumping. Caller states debris is on property and along alley. Location is old school, now city owned."
"2025-02-25 00:00:00","1685 N JACKSON ST, MILWAUKEE, WI, 53202-0000","Work Being Done Without Permit, Private Property","","I live across the street from the construction site on Jackson & Water. They have been starting earlier and earlier. This morning’s 6am vehicle-related hazard noises were most unwelcome and could be heard throughout the neighborhood. My understanding is that construction permits allow for 7:00am starts. Could the building owner and their contractor be reminded of this?"
"2025-02-25 00:00:00","1000 E TOWNSEND ST","Clogged Catch Basin/Surface Flooding","","Clogged inlet."
"2025-02-25 00:00:00","1707 N 23RD ST, MILWAUKEE, WI, 53205-1525","Area Dark","2025-02-25 00:00:00","THE STREET LIGHTS WERE OUT THIS MORNING ON THE ENTIRE BLOCK//"
"2025-02-25 00:00:00","3648 S 86TH ST, MILWAUKEE, WI, 53228-1512","Other Miscellaneous Forestry Request","","I have a tree in my back yard, it very big tree me and my neighbors are worried it go to fall on the power lines.  Looking to get it cut down.  Can you help or send me to someone that can. I am on limited budget and need help before this tree falls over.
Thank you
Dawn Dykas+
3648 s 86th"
"2025-02-25 00:00:00","3523 S 83RD ST, MILWAUKEE, WI, 53220-1027","Area Dark","","all of south 83rd Street lights are out 3500 block"
"2025-02-25 00:00:00","3320 N 11TH ST, MILWAUKEE, WI, 53206-2830","Street Light Out","","Light out"
"2025-02-25 00:00:00","2942 N CRAMER ST, MILWAUKEE, WI, 53211-3240","Missed Collection: Additional Items","2025-02-26 00:00:00","We have not had our garbage collected since the snow and it is very backed up. We have no room for the backed up items or anything new. Please come empty the garbage and recycling so we can put the other items in."
"2025-02-25 00:00:00","5640 N 43RD ST, MILWAUKEE, WI, 53209-3961","Potholes","","Patch from Silver Spring to Sherman"
"2025-02-25 00:00:00","2942 N CRAMER ST, MILWAUKEE, WI, 53211-3240","Garbage Cart: Additional","","Need additional cart. We had and it is missing"
"2025-02-25 00:00:00","2536 S 63RD ST, MILWAUKEE, WI, 53219-2627","Area Dark","","Multiple street lights out on more than one block. Please turn back on. Thank you."
"2025-02-25 00:00:00","2724 S FULTON ST, MILWAUKEE, WI, 53207-2248","Street Light Out","","Once again the street lights on S Fulton St, between Kinnikinnick and Iron did not come on last night. Our alley light was also out."
"2025-02-24 00:00:00","4959 S HOWELL AV, MILWAUKEE, WI, 53207-5923","Special Pickup - Accident Debris","","Center Island east side in the northbound lanes"
"2025-02-24 00:00:00","627 S 12TH ST, MILWAUKEE, WI, 53204-1210","Area Dark","",""
"2025-02-24 00:00:00","4735 N 76TH ST, MILWAUKEE, WI, 53218-4732","Zoning Violation","2025-02-24 00:00:00","Vehicles over the limit. Currently, there are 10 vehicles present with 2 in the street blocking the driveway entrance."
"2025-02-24 00:00:00","3742 S 54TH ST, MILWAUKEE, WI, 53220-2039","Area Dark","","Area dark last night"
"2025-02-24 00:00:00","3770 N 52ND ST, MILWAUKEE, WI, 53216-2939","Garbage Cart: Missing","",""
"2025-02-24 00:00:00","2023 N 48TH ST, MILWAUKEE, WI, 53208-1733","Recycling Cart: Additional","","this is a duplex and we consistently have more recycling than will fit in 2 carts."
"2025-02-24 00:00:00","1928 E IRON ST, MILWAUKEE, WI, 53207-2316","Exterior of Building in Disrepair","2025-02-24 00:00:00","Dangerously placed downspout emptying onto sidewalk creating lots of ice"
"2025-02-24 00:00:00","2638 W LINCOLN AV","Street Name Signs","","need to know what street I am at Please put up a sign!"
"2025-02-24 00:00:00","3800 N 36TH ST, MILWAUKEE, WI, 53216-3006","Clogged Catch Basin/Surface Flooding","","Water building up like crazy, near fire hydrant"
"2025-02-24 00:00:00","1738 S LAYTON BL","Bump in City Street or Alley","2025-02-24 00:00:00","large bump by the construction barrels, People are slowing down to go over it and I was almost rear ended 5 times on this road. Please address!"
"2025-02-24 00:00:00","4715 N 22ND ST, MILWAUKEE, WI, 53209-6334","Missed Collection: Garbage","2025-02-24 00:00:00","caller states carts are at the curb where they are always have been"
"2025-02-24 00:00:00","2729 E KENWOOD BL, MILWAUKEE, WI, 53211-3452","Bulky Pickup & San Inspector Notification","","chair, poles, carpeting and shelving. owner, on side of house, aware of fee"
"2025-02-24 00:00:00","4715 N 22ND ST, MILWAUKEE, WI, 53209-6334","Cart Billing Inquiry","","2 UNITS. Has 3 Garbage Carts. Verify City carts. ed"
"2025-02-24 00:00:00","2704 E BRADFORD AV","Sidewalks Not Shoveled (adjacent to Private Property)","2025-02-24 00:00:00","There is a big chunk of ice on the sidewalk of 2506 North Lake Dr. I along with multiple other people have slipped on this ice on the sidewalk. It is a huge hazard that has not been dealt with in the past three weeks."
"2025-02-24 00:00:00","5032 N 33RD ST, MILWAUKEE, WI, 53209-5433","Missed Collection: Garbage","2025-02-24 00:00:00","NO G CART PICK UP FOR THE PAST 2 WEEKS // STATES THERE IS GARBAGE ALL OVER THE ALLEY"
"2025-02-24 00:00:00","2140 N 17TH ST, MILWAUKEE, WI, 53205-1218","Recycling Cart: No Cart","","3 units"
"2025-02-24 00:00:00","638 W CHAMBERS ST, MILWAUKEE, WI, 53212-2310","Missed Collection: Garbage","2025-02-25 00:00:00",""
"2025-02-24 00:00:00","638 W CHAMBERS ST, MILWAUKEE, WI, 53212-2310","Missed Collection: Recycling","2025-02-25 00:00:00",""
"2025-02-23 00:00:00","7000 W CENTER ST, MILWAUKEE, WI, 53210-0000","Zoning Violation","","operating towing service at light auto repair garage -- after zoned hours."
"2025-02-23 00:00:00","7022 W WEDGEWOOD CT, MILWAUKEE, WI, 53220-1223","Bulky Pickup & San Inspector Notification","","A Queen size mattress and box spring."
"2025-02-23 00:00:00","2855 N 89TH ST, MILWAUKEE, WI, 53222-4603","Sidewalks Not Shoveled (adjacent to Private Property)","","Our neighbors have not shoveled their sidewalk since the snowfall last weekend (on 2/14/2025). The rest of their property, including pathways to and from their doors, have been shoveled but the actual sidewalk that the public walks on has not."
"2025-02-23 00:00:00","3801 W FOND DU LAC AV, MILWAUKEE, WI, 53216-3626","Potholes","","Going South on Fond du lac near 38 street in the left lane is a pot hole"
"2025-02-23 00:00:00","7612 W LOCUST ST, MILWAUKEE, WI, 53222-0000","Street Light Out","","Street light burnt out westside of alley enterance on the Northside of Locust street.
Near address at 7612 West Locust.Thanks for lighting us up.And also Happy New Year to all at 
the D.P.W."
"2025-02-23 00:00:00","933 W LINCOLN AV","Other Miscellaneous Electrical Services Request","2025-02-23 00:00:00","traffic signal missing GREEN LED LIGHT from signal head and yellow led damaged at NR,EB. W.  LINCOLN AND S. 9TH PLACE."
"2025-02-23 00:00:00","2112 N 37TH ST, MILWAUKEE, WI, 53208-1325","Backwater","2025-02-23 00:00:00",""
"2025-02-23 00:00:00","4825 N 25TH ST, MILWAUKEE, WI, 53209-5632","Large Items Discarded on Private Property","","4825 has 6 trash carts in their front yard that they’re stealing from other neighbors with about 30 bags of trash, wood and debris shattered around."
"2025-02-23 00:00:00","5840 N 60TH ST, MILWAUKEE, WI, 53218-2041","Area Dark","2025-02-24 00:00:00","no streetlights on 60th street between silver spring and florist. In front of Havenwoods taproom, salvation army - road is dark. This has been a recurring issue…"
"2025-02-23 00:00:00","4825 N 25TH ST, MILWAUKEE, WI, 53209-5632","Garbage Supervisor Notification","","4825 is stealing trash carts from residents to fill with debris from home repair materials! We are only allowed one cart and they have about 6 all over their yard full of debris! The owner need to be charged for these extra carts"
"2025-02-23 00:00:00","3100 W OKLAHOMA AV, MILWAUKEE, WI, 53215-4332","Bulky Pickup & San Inspector Notification","","Garbage spreads all over alley way."
"2025-02-23 00:00:00","2775 N BREMEN ST, MILWAUKEE, WI, 53212-2605","Special Pickup - Accident Debris","","accident debris to south of intersection"
"2025-02-23 00:00:00","2525 S 69TH ST, MILWAUKEE, WI, 53219-2502","Recycling Cart: Missing","","Recycling was just picked up yesterday 2/21. We had 2 recycling bins, but one of them is completely missing. Checked around and don’t see it anywhere"
"2025-02-23 00:00:00","2701 S 15TH ST, 1, MILWAUKEE, WI, 53215-3701","Sidewalks Not Shoveled (adjacent to Private Property)","","They only shoveled up to the grass along 15th st and not up to the property line."
"2025-02-23 00:00:00","3377 N 84TH ST, MILWAUKEE, WI, 53222-3704","Backwater","","BACKWATER IN BASEMENT"
"2025-02-23 00:00:00","8101 W CLOVERNOOK ST, MILWAUKEE, WI, 53223-5540","Sidewalks Not Shoveled (adjacent to Private Property)","","This owner never shovels his/her sidewalk. The home has been vacant for over 3 yrs. The only way it’s ever shoveled is when it’s reported and the city sends someone out to shovel."
"2025-02-23 00:00:00","944 N 20TH ST, MILWAUKEE, WI, 53233-0000","Missed Collection: Garbage","","Large waste bin. Full of trash, Car parked in front of pick up."
"2025-02-23 00:00:00","3130 S 54TH ST, MILWAUKEE, WI, 53219-4419","Recycling Cart: Missing","","After the last excessive winds the second cart is missing."
"2025-02-23 00:00:00","4179 S 6TH ST, MILWAUKEE, WI, 53221-1705","Potholes","","null"
"2025-02-23 00:00:00","2765 S 27TH ST, MILWAUKEE, WI, 53215-3601","Potholes","","Massive pothole"
"2025-02-23 00:00:00","6537 N BEALE ST, MILWAUKEE, WI, 53224-0000","Sewer Odor","2025-02-23 00:00:00","SEWAGE SMELL COMING FROM BASEMENT THROUGH VENTS aPT#7"
"2025-02-23 00:00:00","2207 N 42ND ST, MILWAUKEE, WI, 53208-1309","Sidewalks Not Shoveled (adjacent to Private Property)","","Sidewalk not shoveled"
"2025-02-23 00:00:00","4103 W NORTH AV, MILWAUKEE, WI, 53208-1320","Sidewalks Not Shoveled (adjacent to Private Property)","","sidewalk not shoveled"
"2025-02-23 00:00:00","2253 N 42ND ST, MILWAUKEE, WI, 53208-1309","Sidewalks Not Shoveled (adjacent to Private Property)","","Snow Not Shoveled"
"2025-02-23 00:00:00","2249 N 42ND ST, MILWAUKEE, WI, 53208-1309","Sidewalks Not Shoveled (adjacent to Private Property)","","Snow Not Shoveled"
"2025-02-23 00:00:00","2248 N 42ND ST, MILWAUKEE, WI, 53208-1308","Sidewalks Not Shoveled (adjacent to Private Property)","","Sidewalk Not Shoveled"
"2025-02-23 00:00:00","2243 N 42ND ST, MILWAUKEE, WI, 53208-1309","Sidewalks Not Shoveled (adjacent to Private Property)","","Sidewalk Not Shoveled"
"2025-02-23 00:00:00","4968 N 26TH ST, MILWAUKEE, WI, 53209-5507","Missed Collection: Garbage","","no pick up"
"2025-02-23 00:00:00","4901 W BLUE MOUND RD, MILWAUKEE, WI, 53208-3651","Snow Supervisor Request","","The little one-man plows do not fit on the sidewalk.  Please stop driving on the sidewalk.  The guy clipped off a piece of my bushes, and drove the snowbank into the cement.  I submitted this once, I think, but I had to redo my password, so I have no idea if it was submitted or not."
"2025-02-23 00:00:00","2774 N BREMEN ST, MILWAUKEE, WI, 53212-2606","Special Pickup - Accident Debris","","MPD REQUEST - CRASH DEBRIS"
